uid,variant
99929,test
65997,control
26225,test
71898,test
25697,test
41968,control
59178,control
37818,control
59538,test
30937,control
40604,control
38476,control
69513,control
72531,control
81717,test
67783,control
60177,test
96819,control
99113,test
21599,control
50380,control
53858,test
99717,test
84243,test
39493,test
68464,control
20768,control
85676,test
33804,test
55544,test
32454,test
89142,test
88150,control
36836,control
95245,control
95224,control
29888,test
74924,control
35408,control
21508,test
90403,test
45360,control
39187,control
39853,test
60343,test
20729,test
85577,control
19952,control
13152,control
27282,control
31711,control
34712,test
24139,test
11373,test
22793,control
91396,test
52355,control
79234,test
85144,control
15738,control
26055,control
50352,test
17043,test
44735,control
28420,control
44229,test
81752,test
31738,control
35422,control
13411,control
26109,test
37397,test
20868,control
61519,control
10426,test
42288,test
36781,test
42525,test
67868,test
58934,control
51958,control
43453,control
96871,test
86067,test
41183,test
34848,control
20876,test
48220,control
22210,test
75734,control
84718,control
73523,control
86022,test
11343,test
84378,test
98279,test
86640,test
61694,test
63259,test
38757,test
19864,test
96266,control
96807,test
56027,control
59104,test
15375,test
91777,test
96336,control
50505,test
73589,test
75330,test
49889,control
69378,test
96656,test
99920,control
32128,control
53462,control
32592,test
74052,test
28291,control
97107,control
42078,test
32466,control
16345,test
11642,control
47180,test
26168,control
17770,control
25597,test
28100,control
85675,control
95358,test
80815,control
81377,test
23984,control
74822,control
67610,test
70108,test
57811,test
96709,test
42694,test
28917,test
75454,test
14554,control
63501,test
57715,control
19608,test
61816,test
15581,control
96915,control
82482,test
10255,control
34388,test
50106,test
31109,control
78138,test
73143,control
18525,control
25812,test
70147,control
99607,test
54759,test
31076,control
97229,test
82618,test
47777,test
66126,control
77923,test
34830,control
45231,control
24555,test
23451,control
12992,test
96177,test
80434,test
82996,control
87206,control
81331,test
87246,test
39342,control
27717,control
42640,test
89310,test
87291,test
55227,test
91340,control
20678,test
87729,control
74106,test
55659,test
80677,test
23037,control
69340,test
14095,control
96166,test
54504,control
50756,control
36194,test
24834,test
67003,control
59625,test
81555,control
77386,control
71027,test
26398,control
63594,control
21363,control
43445,test
89769,control
45955,test
51530,control
65891,control
48342,test
92930,control
42947,test
75845,test
33975,test
14596,control
16337,test
87038,test
63971,test
76626,test
94493,test
55333,test
23200,control
91772,control
80728,control
12058,control
73097,test
18952,control
90514,test
72283,test
50828,test
84249,test
54129,control
48340,test
42535,control
64876,control
81580,control
15108,test
11865,test
90898,control
98119,control
62499,control
19535,control
55514,test
37166,control
27977,control
37470,control
32510,test
11283,control
71821,test
85389,control
52504,control
38695,control
55115,control
30048,control
11082,control
57881,control
44790,control
10683,test
48440,test
34066,test
14036,test
90587,test
89452,test
25284,test
42354,control
97031,test
33442,test
91796,test
26462,control
17310,test
46247,test
40092,control
41466,control
24037,control
95294,test
73187,test
84548,test
80670,test
81569,control
59040,test
35788,control
95693,test
75737,control
58325,control
54983,control
44374,control
69717,control
31499,control
33258,control
96949,control
20995,test
55756,control
59377,test
59257,test
39315,control
62577,control
92667,test
51069,test
53552,test
53664,test
84592,test
15932,control
20710,test
90268,test
48232,control
89463,test
91147,test
78066,control
83269,test
98420,control
87960,control
38042,control
89900,control
63606,control
60268,control
78634,test
82885,control
20723,test
77334,test
60578,control
18031,test
75375,test
69160,control
66122,test
81623,test
75906,control
91124,control
89544,control
84264,test
49820,test
54585,test
66613,control
43411,test
74521,control
76823,control
65527,control
70926,control
89723,test
83828,control
76293,control
11557,test
29870,test
17920,control
91816,control
22731,test
51456,test
95386,control
63425,test
17228,test
26585,test
30430,test
77178,test
10617,control
49877,test
85502,control
92383,control
23783,control
91627,test
81893,control
92666,test
90358,test
29262,control
40919,test
77961,test
68911,control
33322,control
85016,control
21343,control
43771,test
39775,test
94710,test
30040,test
91443,test
61829,control
60161,test
92206,test
61747,control
37548,test
65797,control
20453,test
34745,test
87751,test
89311,control
33767,control
16834,control
45003,test
90819,test
91188,test
61640,test
76972,control
81357,control
95166,test
73093,control
85026,control
46016,control
89570,control
58825,test
10898,test
61555,control
52914,control
11813,control
46587,control
37846,control
91050,control
52774,control
67624,control
34195,control
88755,test
40689,control
29139,test
31504,control
22271,test
20959,control
89638,test
81041,control
93355,test
49962,test
48173,control
26278,test
65487,control
83287,test
50190,test
75668,control
40185,control
89102,test
66356,test
31137,control
41636,control
95617,test
91392,control
84619,control
23292,test
57283,control
16746,test
74473,control
30820,test
59011,control
11617,control
89235,control
98795,control
59160,control
87017,control
24407,control
49488,test
79077,control
60938,test
52053,test
15811,control
71216,control
51083,test
26563,test
96015,control
42688,test
47285,test
82258,test
81084,control
15911,test
68333,control
66199,control
41722,control
24085,control
76396,control
95997,control
48910,control
92528,control
21983,control
47419,test
62308,control
87932,control
68173,control
62244,test
56982,test
32965,control
15478,control
52166,test
67899,test
61017,test
40448,control
57846,control
78223,control
92354,test
97157,control
68553,test
50570,test
78382,control
88546,control
81610,test
42978,test
63224,test
96923,test
83611,test
93916,control
73777,control
71295,control
13356,test
95120,test
50871,test
91058,test
14607,control
26669,control
25090,control
64071,control
76671,control
45966,control
43132,test
14320,control
49284,test
11239,control
97321,control
82136,test
40429,test
23523,test
76455,test
52742,test
66493,test
49677,control
36440,control
22349,test
93644,test
23115,test
76453,test
49051,test
32915,test
34492,control
91895,control
52211,control
91370,control
15209,test
63036,control
20114,control
65995,control
47579,control
74540,test
86161,control
51761,test
61632,test
62343,test
91258,control
69627,test
70201,control
78129,control
28945,control
86810,test
49227,test
60510,test
75704,control
51918,control
28781,test
62853,control
85546,control
35908,test
93233,control
80754,test
28744,control
77475,control
63306,test
88931,test
53479,control
43347,test
56638,test
23742,test
27753,control
36725,test
62767,test
93608,control
32861,test
67798,control
39359,control
43254,test
71865,test
61549,test
18673,control
33545,test
79002,control
66175,test
70265,test
44209,control
92039,test
68162,control
89657,test
43140,control
77652,test
64541,control
40303,test
38407,test
57195,test
72103,test
75919,control
85430,control
82262,control
54245,test
78924,test
75511,test
27645,test
22055,control
27880,test
98726,test
91966,control
19534,test
39717,control
79069,test
78449,control
86862,control
16273,test
49672,control
98721,test
45375,test
28520,test
53788,test
84800,test
60630,control
41148,control
27958,control
39321,test
32621,test
21351,control
56737,control
17198,test
51956,test
66085,control
31484,test
29438,control
70178,test
59141,control
79702,control
84293,test
68225,control
87065,test
68324,control
39649,control
15866,test
16511,control
69044,control
57204,test
50062,test
61187,test
10413,test
50205,control
18174,test
17366,control
42501,test
30979,control
38365,test
50623,test
98051,control
28776,control
89063,control
64789,test
35149,control
96589,control
83181,control
55171,test
36702,test
96445,test
32555,test
49344,test
90686,test
36057,control
78606,test
85936,control
80750,control
95520,control
37875,control
83434,control
23137,test
32015,test
76516,test
58100,test
87377,test
69818,test
93827,test
72767,test
73465,control
59360,test
43751,test
29386,control
24751,control
67840,control
20953,control
77483,test
35575,test
50129,test
30106,test
77785,control
55529,test
68888,test
37983,control
88604,control
87197,test
51517,test
26025,control
46109,test
10666,test
88711,test
13466,test
58977,test
58201,test
67063,test
39009,test
40016,test
65202,control
76813,test
73074,control
33534,control
51913,test
38845,test
21187,test
15207,test
65501,control
83413,test
82923,test
86310,test
19913,test
42359,test
75476,control
91021,test
52285,test
13968,control
75001,test
85058,control
95882,test
98529,test
51368,control
64653,test
37452,test
52387,test
33086,control
18305,control
76743,test
72749,control
68378,control
89147,control
28087,test
17186,test
52526,test
83795,test
40599,test
81231,test
46413,control
20814,test
65221,control
19170,control
40583,test
47156,control
90504,test
56297,control
39907,test
38817,test
88969,test
97064,test
93622,test
81590,test
79222,test
32376,test
61068,control
90939,control
10672,test
40730,control
11213,test
91213,control
56854,control
58470,test
30198,test
41352,control
22469,test
11895,control
25874,test
13803,test
45395,test
95724,test
17118,control
61314,control
93516,control
13661,test
44634,control
21067,control
29275,test
24780,control
36480,control
71005,test
42283,test
85223,control
48445,test
87201,test
67621,test
62992,control
83535,test
33143,test
70815,control
58548,control
12266,control
86328,control
65327,control
26133,control
50189,test
61212,control
64249,control
58288,test
44255,control
97799,control
89467,control
79068,control
79917,test
45384,control
74690,control
68770,test
52796,test
83439,test
30256,control
18690,control
47896,control
27866,test
20004,control
80439,test
60669,test
14838,control
18425,control
77827,control
31330,test
52105,control
65712,test
70103,test
67718,control
20656,test
12391,control
83366,test
92996,test
85950,control
81265,control
87812,control
55005,control
95628,test
54029,control
31805,test
96896,test
30505,control
49862,test
18373,control
12326,test
74209,control
65271,control
54779,test
37442,test
23777,control
67851,control
62965,control
74713,control
18695,control
74944,control
18564,test
79052,control
56055,test
29369,control
71042,control
92990,control
14218,control
15117,test
66347,test
41638,test
32167,control
20859,test
84937,test
11264,control
98960,control
72483,control
83000,test
29906,control
91279,test
54303,test
45616,test
50060,test
11099,test
31973,control
87624,test
33501,test
19971,test
96357,control
66634,control
86540,test
13275,control
64773,control
71900,control
90541,test
60159,test
93529,test
14089,control
12663,test
23891,control
31831,control
67596,control
64419,control
84672,test
64536,test
32995,control
94499,test
89593,test
62629,control
84129,test
81372,control
98281,test
32691,test
50212,control
12737,control
26167,test
90352,control
62709,control
79322,test
89761,control
85797,test
74424,control
92601,test
67913,test
89300,test
85464,test
11785,control
91278,control
34288,test
13963,control
93854,control
44655,test
75577,control
24385,test
52609,control
26128,test
70351,control
82734,control
24524,control
76470,control
35120,test
82856,control
75924,test
87820,test
77341,control
86687,control
27703,control
81224,control
17627,control
28946,control
96530,control
97220,control
13303,control
16629,control
12062,control
24613,test
97838,test
10441,test
58156,control
70335,test
57467,control
43004,control
44330,test
90432,test
20421,control
88811,test
75232,test
76370,control
93002,test
55160,control
14493,test
78448,test
18187,test
78395,test
10160,control
92556,test
43992,control
88563,control
35715,test
67307,test
86143,control
96916,control
12371,test
10510,control
44406,control
70486,control
53765,control
50170,test
55306,control
87759,test
64776,test
53146,control
31407,test
15512,control
89800,control
24011,test
91481,test
94206,test
42988,test
95047,test
36181,control
40472,test
40761,test
46462,control
14800,control
18871,control
25581,test
76952,control
45794,control
71626,control
13374,control
71142,control
36146,control
46145,control
89322,control
26445,test
81986,test
30399,test
19244,control
44810,control
11835,control
46530,control
40495,test
24999,test
24055,test
30805,test
28800,control
28947,control
71791,control
58744,control
90434,control
42250,test
42001,control
34736,control
22854,test
11550,control
47489,test
23966,test
14669,test
82925,control
92677,test
55494,control
31162,test
90600,test
57075,test
36776,test
13079,control
91693,control
79511,control
79115,test
71136,control
18753,control
36709,control
36979,control
22582,control
13452,control
98471,test
39318,control
24410,control
48165,test
20047,test
89024,control
70618,test
39395,test
27585,test
69780,test
30589,test
27556,test
11645,control
56083,control
78921,test
45755,test
30186,control
57084,control
18061,control
91175,control
10742,test
41680,test
63668,test
15476,control
64660,test
27607,test
98606,test
63588,test
56950,test
86592,control
34522,test
63468,test
99079,control
22789,test
48990,control
26939,test
18206,test
54226,control
15320,test
86954,test
54574,test
91264,test
64971,test
70161,control
96703,control
66630,control
90918,test
26545,control
72759,control
85756,test
39925,test
91565,test
71092,test
62947,test
47039,test
95747,control
59628,test
83070,test
89398,control
13538,test
96593,control
74960,test
60766,control
62379,test
16231,control
90423,control
96332,control
72656,control
23838,control
24621,control
33689,test
31430,test
14002,test
56743,test
46127,control
47486,test
58465,test
44914,control
86337,test
69710,test
21926,test
35585,test
47436,test
70116,test
67495,test
46895,test
83546,control
41737,test
19415,test
32796,control
76550,control
67144,control
40981,control
17489,test
18570,control
96350,control
33955,test
97416,control
68731,control
69317,control
76980,test
87859,control
53291,control
34366,test
43426,control
75207,control
34318,control
77337,test
69016,test
48293,test
97640,test
13838,test
43309,control
97566,control
50694,test
71883,control
84087,test
27667,control
10607,control
18330,control
37150,test
32388,test
87796,control
10535,control
90399,test
69704,control
37022,test
75934,test
52647,control
80973,test
34184,test
75561,test
78232,control
21835,control
47672,test
40266,control
18070,test
85634,control
76419,control
82832,control
21763,control
44784,control
22513,test
89620,control
20628,control
74130,test
72258,test
92120,test
75199,control
15688,test
58417,test
99436,test
26162,control
64587,test
65936,test
43660,control
38418,control
74830,control
23388,test
60802,control
36275,test
56069,control
96095,control
13012,test
22506,test
17443,control
28713,test
40533,control
19009,control
20701,test
27562,test
19880,test
56717,control
33751,control
90577,test
40751,control
89247,control
47560,control
90972,control
23843,test
74506,control
68916,control
94722,test
47502,control
18933,test
94658,control
47622,test
24823,control
57107,control
72117,control
96296,test
98786,test
44976,control
16755,test
48883,control
31427,control
81408,control
96649,control
31788,test
74943,control
86190,test
62620,control
46269,test
13459,test
46363,control
43038,control
34089,test
54173,control
49435,test
41459,control
36750,test
77492,control
68366,test
93290,control
31357,test
46661,test
47267,test
38225,test
51147,control
33826,test
61919,control
22825,test
53394,test
37380,control
14376,control
29953,test
91065,control
77676,test
23758,control
34922,control
66087,control
29621,test
36015,test
46048,test
79823,test
11650,control
54372,test
66476,test
71646,test
41446,control
10572,test
98362,control
84843,test
13500,control
73883,test
71468,test
71290,test
28077,control
38058,control
69097,control
80479,control
45054,test
49293,test
85341,control
32392,test
35182,test
90308,control
11447,control
12163,control
48374,test
59854,test
74847,control
41766,control
52371,test
66540,control
52653,test
31771,control
35847,control
38185,control
30627,test
27564,test
71364,test
49734,test
30912,control
57874,test
20109,test
81530,control
30785,test
45472,control
39800,test
48943,test
35299,test
10263,control
97104,control
51736,control
39964,control
83306,control
96946,test
76452,control
99277,test
59165,control
33187,test
99333,control
92488,control
79404,control
76082,control
89081,control
44500,test
37508,test
24707,test
96542,test
24579,test
21713,test
76893,test
69804,test
19888,test
67122,test
65053,test
17107,test
76371,control
44793,control
86287,test
44459,test
68518,test
60205,test
66736,control
30875,control
70085,control
84396,test
80707,test
30761,control
84985,control
70560,control
22694,test
72293,control
27012,control
72769,test
63281,control
38071,test
99572,test
27604,test
85883,test
89875,control
57648,test
27530,control
39973,control
93044,test
28798,control
17603,control
29825,control
18442,control
41747,control
15299,control
27913,control
33817,test
55475,test
58728,control
90872,test
44148,test
12281,control
69558,control
55868,control
73244,test
82243,control
67587,control
70492,test
91688,test
29700,control
27890,test
55221,control
13555,control
21710,control
38641,control
98969,control
46689,control
83011,test
87386,control
52030,test
77108,test
62328,control
84086,test
93918,test
25476,test
46062,test
56242,control
50735,control
37879,control
62054,control
47743,control
74432,test
16006,control
27075,control
56659,control
66324,test
45242,control
57101,test
95563,control
52260,test
13208,test
50431,control
68430,control
37191,test
42561,control
30450,control
65575,test
24337,control
88129,test
14795,test
38663,test
53383,test
85917,test
31433,test
88091,control
26265,control
89637,test
69946,control
17832,test
73818,test
37371,control
61574,control
51704,test
38661,control
18701,test
42367,control
35320,test
47356,test
24984,test
65294,test
37917,test
73047,control
19980,control
46639,test
45662,test
37249,test
35707,test
30058,control
45497,control
62463,test
88845,test
74675,test
92122,control
64585,control
22970,control
35551,control
95417,test
39223,test
56033,control
19729,control
11033,control
38299,control
93550,test
79231,test
81152,test
24722,control
30455,test
72122,control
20833,test
50247,control
32552,test
77212,control
72044,control
77196,test
42900,control
64644,control
66327,control
81842,test
72055,control
50665,test
12120,test
81586,test
94338,test
57730,test
47538,control
85795,control
64074,test
36348,test
31303,control
56463,test
90152,test
34154,test
20837,test
56109,control
91569,control
80647,test
97778,test
72624,test
39240,control
74681,control
15351,test
72560,test
98836,control
81125,control
35622,test
24089,control
58088,control
29665,control
52594,test
77052,test
66168,control
31754,control
35096,control
19893,test
82959,test
33178,control
37640,test
45017,control
10938,control
99073,control
50396,test
86292,control
73213,test
68634,control
97875,test
19193,test
43350,control
83219,test
53959,test
28025,test
15495,test
69733,test
96297,test
28426,test
67264,test
19427,control
19692,control
43726,test
54436,test
51218,test
94552,control
36320,control
79731,test
12410,control
11476,test
21797,control
73058,control
70577,test
75911,test
34805,control
67575,control
48673,test
19944,control
13741,test
54113,control
67218,control
19041,control
61080,control
95301,test
66003,test
34992,test
59642,control
58441,test
90287,control
22705,control
19033,test
98454,control
31507,control
83329,control
73826,test
15561,test
89373,test
57219,control
80110,control
55368,control
87598,control
63849,control
93876,test
19196,test
99444,control
48324,control
24448,test
50598,control
35655,control
99448,test
78153,test
19370,test
84220,control
25478,test
43061,test
73784,control
37830,test
64015,control
39326,control
60239,control
52381,control
16341,test
96825,test
38447,test
42076,test
27302,test
46128,control
93190,control
42357,control
64963,control
71847,test
32654,control
76163,test
21066,test
58709,control
72966,test
66511,control
14915,test
47505,test
73636,control
58392,test
96898,control
49414,test
46401,control
11511,test
40567,test
76873,control
30411,control
63829,test
49884,test
68239,control
67048,test
14511,test
99551,test
92812,control
31394,control
63696,test
20634,test
34262,control
44180,test
91403,control
36240,control
26138,test
46039,test
23130,test
52895,control
29716,test
83305,test
10967,test
98716,test
93185,test
52975,control
80494,control
65186,test
61183,test
78957,control
89667,test
46935,control
66052,control
98322,test
20340,control
93019,control
28165,control
19727,control
99373,test
86031,test
70653,control
14099,control
80932,control
43533,test
87980,test
70346,test
12366,test
12821,control
69164,control
61165,test
54308,test
72052,control
73420,test
20285,control
13632,control
62898,test
34496,control
32121,control
77800,test
25329,control
44659,test
41382,test
81345,test
46584,test
48805,test
34179,control
84199,control
38223,test
23658,test
13988,test
99290,control
17469,control
88779,test
20195,control
81367,control
21913,test
23226,test
30408,test
41355,test
74902,control
18626,test
64704,control
16328,test
94686,test
27134,control
57405,test
23380,control
38285,control
99173,control
15472,control
62716,test
65503,test
11118,test
91106,test
29676,test
80085,test
23584,control
14158,test
25719,test
60561,control
65770,control
26626,control
83282,test
91886,control
20853,test
40817,test
63662,test
27696,test
15244,control
31737,test
39214,control
97697,control
29604,control
21002,control
99881,test
55784,test
29980,control
83504,test
49203,test
27775,control
52543,test
96258,control
11716,test
29442,control
69470,control
62749,control
78160,control
72958,control
73383,control
73257,test
77846,test
42555,control
93796,test
24477,control
45685,test
50234,control
31413,test
69874,control
98661,control
59489,test
41975,test
29934,control
75094,test
96667,test
93857,test
79243,test
77068,control
45911,control
70974,control
75126,control
93726,test
58041,control
67239,test
72810,test
76740,test
69492,test
84462,test
62662,test
15750,control
42425,test
41703,control
17044,test
48913,test
64269,control
79670,test
57990,control
35702,control
49061,test
44799,control
94218,control
79323,test
44912,control
46992,test
62619,control
14860,test
88588,control
76189,control
56172,control
16029,test
98256,control
43157,control
67249,test
10814,control
87242,control
84676,control
42810,test
33771,control
70898,control
41973,test
19934,test
87315,test
98938,control
17267,test
36961,control
30735,control
41022,test
10791,test
63809,test
27720,test
23205,test
29005,control
91129,control
59175,control
96240,control
29791,control
89010,control
28699,test
89579,control
22665,control
63123,test
45279,test
94280,control
61508,test
52161,control
11030,test
63235,test
91211,test
57902,control
35375,control
90908,test
13519,test
24522,control
22979,test
54546,control
48354,test
16832,test
29191,test
41021,test
91972,control
18098,control
16106,test
59732,control
10896,control
91425,control
72512,test
83569,control
80465,test
17280,control
16704,test
45330,control
59777,control
97292,control
20289,test
31119,test
66972,control
37375,test
95948,control
79101,test
89852,test
73119,test
38018,test
38029,control
93376,control
59435,control
12683,test
80596,control
93270,control
84163,control
48160,control
17602,test
74241,control
92879,test
56053,control
19279,test
34105,test
58702,control
83174,control
96252,test
72987,control
27855,test
99042,test
64316,test
55617,control
11391,test
94580,control
85375,test
33238,control
14384,test
90139,control
53101,test
10978,control
36995,test
44653,test
29514,control
16852,control
51596,test
27154,test
72824,control
40114,test
32216,test
49300,test
11676,control
33385,control
77695,control
95040,control
40219,control
75435,control
26901,test
74016,control
42806,control
78345,control
78755,test
73627,test
86901,control
15214,test
87997,test
12904,test
53438,control
76637,control
54966,control
84490,control
79178,control
35567,test
15815,control
91345,test
21277,control
86046,control
70316,control
36895,control
38005,test
90611,test
49768,control
35360,test
18811,control
71840,control
16652,control
98262,control
90044,test
96392,test
29504,test
88579,test
60039,test
53914,control
38968,test
14299,test
35001,test
12356,test
79819,test
20576,control
36284,control
91884,control
60619,control
88912,control
89179,control
63767,control
49106,test
46598,control
96107,control
80208,test
70476,control
96991,test
62275,control
67319,control
87326,test
97186,control
22551,test
39486,test
31227,control
65816,control
60564,test
37916,control
16396,test
13195,control
11059,control
55399,control
75523,test
45433,test
57046,control
21399,test
10625,test
42293,control
12591,control
77200,test
12736,control
89490,control
34303,control
38040,test
26192,test
15790,control
88290,control
85729,test
30335,control
47603,control
97513,test
56465,test
93602,test
31705,control
26395,test
65364,control
54625,control
10981,test
31440,control
15802,control
32839,test
88879,control
31682,test
58547,control
59289,control
46573,test
68973,test
17898,control
72928,test
48460,control
65772,test
78963,control
68957,test
78299,control
21348,control
93169,control
38719,control
34957,control
80045,control
62829,test
74474,test
94788,control
95875,control
51957,test
76471,control
57662,test
25208,test
15564,test
15905,test
99664,test
59235,control
87079,control
57712,control
50945,test
73768,control
90745,control
37418,test
85148,test
27346,control
37946,test
47433,control
41514,test
89669,test
64353,test
99732,control
34955,test
77736,test
92782,test
28554,test
95917,control
88260,test
91742,test
98918,control
69680,test
97325,test
45540,control
69216,test
73072,test
26512,test
43962,test
62096,test
37652,test
58526,control
10046,control
86006,control
70067,control
59103,control
58660,test
71199,control
14580,test
32374,control
38619,test
47300,control
14111,control
53351,control
78447,control
71649,test
48844,control
57007,control
73806,control
27967,control
65033,control
79648,test
35147,control
44470,test
45055,control
67500,test
44017,test
86478,control
51300,control
56807,control
51036,test
13909,control
63862,control
13836,control
47129,test
59812,control
77741,control
39284,test
54485,control
27117,test
71510,control
61027,control
60801,test
97021,test
62369,control
11101,test
11552,test
13837,test
48660,test
83398,test
27391,test
25302,test
55899,control
45534,test
14620,control
88184,control
77086,control
43933,test
42552,control
60316,control
77398,control
30392,control
60550,control
62937,test
37583,test
90070,test
26294,test
14031,control
35882,control
49775,test
48209,control
81138,control
58429,test
64539,control
25947,control
21102,test
28822,control
36330,test
88281,test
30320,test
57056,control
53348,control
92018,control
54132,control
18944,control
24204,test
36161,control
10435,test
44583,test
34189,test
12616,test
42796,control
45528,control
60639,control
17980,control
33413,control
42075,test
24419,test
97445,control
36559,test
44003,control
34787,control
59254,test
93950,control
95571,control
88814,test
55058,control
67849,control
18852,control
44237,test
57627,test
56275,test
72893,control
27656,test
75655,test
27681,control
14445,test
96880,control
90731,control
61236,control
36153,control
89464,test
55963,test
68913,control
50993,control
61239,control
78954,control
33489,control
79389,test
23357,control
54610,test
98433,test
92818,test
53178,test
93309,test
21362,test
82814,control
46454,test
26907,control
72833,control
16372,test
72792,control
80822,control
93712,control
11931,test
20972,control
44540,control
49530,control
63815,control
48941,test
53688,control
89542,test
38877,control
27357,control
44718,control
99757,test
82373,control
37265,control
45844,test
26281,test
42773,test
13358,test
58575,control
30117,control
42042,control
94071,test
39286,control
94460,test
72120,control
10612,test
72552,test
37448,test
32924,control
34525,control
96196,test
91918,control
50512,control
25746,test
95177,test
98271,control
33002,control
11530,test
28810,test
62350,control
41735,test
60940,test
30520,test
95573,control
84585,test
26385,test
86298,test
38724,test
95063,test
47468,control
18028,test
14290,test
80842,control
96089,test
93621,control
30007,test
16047,test
39316,control
93277,test
16727,control
80747,control
65054,test
59483,test
79723,test
11079,test
15133,control
83709,test
13872,control
17655,test
63883,control
52081,control
44110,test
29952,test
51668,test
99309,control
18717,control
99711,test
78437,control
77893,control
12540,control
74063,test
66857,test
26759,control
90735,control
30907,control
18797,test
10174,control
30764,control
34222,control
59121,test
83281,control
27690,test
25393,control
13264,control
87189,control
52083,control
44577,control
60765,test
70024,test
24950,test
32605,test
71771,test
45348,control
68010,test
63453,test
56399,test
76786,control
37429,control
96689,test
35394,control
94446,control
74010,test
31946,control
27754,test
43455,test
37357,control
37902,test
23285,test
65809,test
28687,test
75510,control
54756,control
10518,control
76955,control
97383,control
90992,test
47478,control
41573,test
85914,control
89632,test
59163,control
28755,control
44327,test
39088,control
38519,test
75977,control
36001,test
94820,test
74288,test
92713,control
93207,control
71522,test
19711,test
50662,control
31373,test
55322,test
33679,control
61172,control
41242,test
73124,control
51105,test
23071,control
62832,control
47424,test
24466,test
51973,control
73269,control
41076,test
70988,test
70255,control
27001,test
66643,test
88410,control
20495,control
33703,control
62955,control
30252,test
53733,control
17218,control
45371,test
95564,control
56013,control
55814,control
99486,test
83035,control
89951,test
34872,test
71823,control
56418,control
44957,test
77149,control
94411,test
52687,control
36991,control
20923,control
93694,control
32334,control
62158,test
47152,test
24953,test
94724,control
19914,control
53836,test
99834,control
82773,test
86061,control
86016,control
37440,control
76134,test
19266,control
52236,control
49437,control
23541,control
16271,test
33396,control
98140,test
30068,test
38015,control
84550,control
49121,control
15593,test
71542,test
37598,control
10886,control
44570,test
70079,test
91684,control
33556,control
89731,test
48734,test
88109,test
40574,test
29770,control
74677,control
12830,test
74969,control
10104,control
69640,test
70658,test
90143,control
33681,test
66815,test
53492,test
64354,test
97848,test
61268,test
86324,control
58510,test
56149,test
99036,control
72366,control
81304,test
21415,test
56265,test
68435,control
85007,test
49316,control
26054,test
58159,control
23149,test
93368,test
53889,test
44764,test
78429,test
38149,test
95260,test
21548,test
95791,control
41000,test
56789,control
52015,test
55334,control
51595,control
61933,test
13524,control
84442,test
46157,test
49747,test
78450,control
34873,test
28815,control
62427,control
57522,test
36314,test
73828,test
65757,test
65539,test
61329,test
60037,control
74959,control
59227,control
84870,control
27868,test
55721,test
21697,test
13579,control
22751,test
72252,control
61287,test
38189,test
73430,control
53147,test
76892,control
53692,test
78123,test
67978,test
16530,control
74582,test
57717,control
42778,control
43677,control
17352,control
13130,test
63167,control
55050,control
53877,control
41774,test
58944,test
47374,control
14457,control
56601,control
24071,test
41169,control
41309,test
57729,control
13990,control
80292,test
13808,test
97073,test
75641,control
70877,test
25835,test
46185,test
67526,control
74629,control
21662,control
89270,control
66291,control
34478,test
57303,test
19497,control
54409,control
45470,test
63914,test
65213,test
92723,control
11643,control
76727,test
85598,test
57384,control
50227,test
57196,test
42121,test
88513,control
87925,control
35259,control
53773,test
78574,test
85641,test
73299,test
76503,test
54909,test
18164,test
25396,control
17597,test
12238,test
92439,test
50040,control
98597,control
76176,control
59088,test
87338,test
79939,test
24739,control
17287,control
75161,control
55329,control
65195,control
18001,control
76667,test
75343,control
87024,test
96852,test
40535,test
61851,control
98797,test
17338,control
64992,control
29783,control
29301,control
49427,test
81575,test
74641,control
44283,control
80882,control
94413,control
66482,control
32797,test
28654,test
96672,test
22293,test
58745,test
29743,control
31054,test
84331,test
90763,test
98548,test
61232,test
40460,test
30467,test
54141,test
64038,test
56257,control
41567,control
72002,control
56629,control
67313,test
50093,test
26200,test
90333,control
30760,control
27182,test
96984,control
67353,test
78673,control
52132,test
52354,control
52619,control
86800,test
80459,control
46802,control
55203,control
60313,control
44216,test
38393,control
31941,test
26890,control
69816,control
56066,control
34918,test
12466,control
83761,control
30568,test
56410,control
27887,test
44725,test
90655,test
83382,test
75597,test
23204,test
67054,test
17282,test
80422,test
94673,test
95878,control
94791,test
10767,control
28218,test
92140,control
62078,control
56548,control
44774,test
96506,control
12555,test
62590,control
80047,test
82487,control
84463,control
21979,test
96360,test
96558,test
70284,test
67446,test
22617,control
43493,test
40157,control
68176,control
94267,test
45974,control
11839,control
21607,test
10279,control
81540,test
82791,control
16924,control
97812,test
82526,test
35410,control
76695,control
84198,control
27234,control
85865,control
23812,test
84869,test
12289,test
93709,test
71421,control
38363,test
24859,test
36450,control
12139,test
54073,control
68749,control
54213,control
32302,test
11691,test
21839,test
25362,control
71780,test
14030,control
70882,test
43315,test
75600,control
60229,control
34994,test
34879,test
30536,test
49403,test
45335,control
54387,test
10244,test
12401,test
17764,control
65317,test
71586,test
96442,control
58681,test
41052,control
90466,control
43707,control
85053,test
16785,control
18809,control
25282,test
61024,control
67925,test
70053,test
98662,test
35664,test
41548,control
32595,control
67394,test
14059,test
69179,control
82551,control
30535,test
13002,control
95883,test
19899,test
65505,control
75913,control
31690,test
70050,control
85485,test
44099,control
42648,control
67430,test
22937,test
50385,test
63908,control
58774,control
66879,control
11793,test
66234,control
